Ticker,Name,Weight,Shares,Price
ZM UW Equity,Zoom Video Communications Inc,0.073221,125.016,112.01
HAL UN Equity,Halliburton Co,0.072873,490.551,28.41
SSNC UW Equity,SS&C Technologies Holdings Inc,0.072647,222.685,62.39
BXP UN Equity,Boston Properties Inc,0.071768,156.394,87.76
BG UN Equity,Bunge Ltd,0.071541,139.824,97.85
KIM UN Equity,Kimco Realty Corp,0.071289,602.725,22.62
CPT UN Equity,Camden Property Trust,0.071029,94.76,143.35
LDOS UN Equity,Leidos Holdings Inc,0.070112,135.933,98.64
AES UN Equity,AES Corp/The,0.069744,545.975,24.43
IEX UN Equity,IDEX Corp,0.069643,62.319,213.72
EFX UN Equity,Equifax Inc,0.069636,60.655,219.56
HST UW Equity,Host Hotels & Resorts Inc,0.069224,706.435,18.74
WRB UN Equity,W R Berkley Corp,0.068848,205.443,64.09
CAT UN Equity,Caterpillar Inc,0.068544,68.732,190.72
CTLT UN Equity,Catalent Inc,0.068444,116,112.84
VTRS UW Equity,Viatris Inc,0.0681,1209.264,10.77
PKG UN Equity,Packaging Corp of America,0.068072,92.211,141.18
VMW UN Equity,VMware Inc,0.067137,106.969,120.03
HWM UN Equity,Howmet Aerospace Inc,0.066891,337.446,37.91
URI UN Equity,United Rentals Inc,0.066161,38.582,327.95
UAL UW Equity,United Airlines Holdings Inc,0.065853,325.511,38.69
EMN UN Equity,Eastman Chemical Co,0.065639,128.184,97.93
CBOE UF Equity,Cboe Global Markets Inc,0.065441,105.65,118.46
EXPD UW Equity,Expeditors International of Washington I,0.064679,115.129,107.44
FWONK UW Equity,Liberty Media Corp-Liberty Formula One,0.064611,177.817,69.49
MKL UN Equity,Markel Corp,0.064479,10.279,1199.66
NI UN Equity,NiSource Inc,0.064476,405.213,30.43
CE UN Equity,Celanese Corp,0.064347,108.071,113.87
MGM UN Equity,MGM Resorts International,0.064027,355.13,34.48
GLPI UW Equity,Gaming and Leisure Properties Inc,0.063844,236.074,51.72
AMC UN Equity,AMC Entertainment Holdings Inc,0.063827,515.699,23.67
FSLR UW Equity,First Solar Inc,0.063474,106.009,114.51
FHN UN Equity,First Horizon Corp,0.063422,528.043,22.97
DHI UN Equity,DR Horton Inc,0.06291,153.42,78.42
MAS UN Equity,Masco Corp,0.062553,222.982,53.65
CHK UW Equity,Chesapeake Energy Corp,0.062551,127.261,94
RS UN Equity,Reliance Steel & Aluminum Co,0.062369,61.505,193.93
SNA UN Equity,Snap-on Inc,0.062222,52.47,226.79
WTRG UN Equity,Essential Utilities Inc,0.062207,230.916,51.52
TFX UN Equity,Teleflex Inc,0.062199,46.822,254.05
VMC UN Equity,Vulcan Materials Co,0.061737,67.653,174.52
ANSS UW Equity,ANSYS Inc,0.061663,41.061,287.2
QRVO UW Equity,Qorvo Inc,0.061511,107.913,109.01
BLDR UN Equity,Builders FirstSource Inc,0.06133,171.552,68.37
BIO UN Equity,Bio-Rad Laboratories Inc,0.061186,21.334,548.49
IPG UN Equity,Interpublic Group of Cos Inc/The,0.061075,392.35,29.77
CHD UN Equity,Church & Dwight Co Inc,0.06106,132.561,88.09
HUBB UN Equity,Hubbell Inc,0.060939,53.433,218.11
L UN Equity,Loews Corp,0.060556,203.21,56.99
SBNY UW Equity,Signature Bank/New York NY,0.060482,58.673,197.14
AMH UN Equity,American Homes 4 Rent,0.059916,302.657,37.86
EQH UN Equity,Equitable Holdings Inc,0.059263,382.118,29.66
OKTA UW Equity,Okta Inc,0.059175,107.076,105.69
GDDY UN Equity,GoDaddy Inc,0.059097,139.238,81.17
QGEN UN Equity,QIAGEN NV,0.059001,226.35,49.85
APH UN Equity,Amphenol Corp,0.058901,143.807,78.33
ALLY UN Equity,Ally Financial Inc,0.058709,322.08,34.86
APA UW Equity,APA Corp,0.058422,336.331,33.22
LUMN UN Equity,Lumen Technologies Inc,0.058375,1025.158,10.89
AMP UN Equity,Ameriprise Financial Inc,0.058262,39.666,280.9
REG UW Equity,Regency Centers Corp,0.058225,170.994,65.12
PSA UN Equity,Public Storage,0.058166,32.151,345.99
LSI UN Equity,Life Storage Inc,0.058131,83.942,132.44
RPM UN Equity,RPM International Inc,0.057982,120.857,91.75
NLY UN Equity,Annaly Capital Management Inc,0.057878,1654.537,6.69
CUBE UN Equity,CubeSmart,0.057719,223.044,49.49
REXR UN Equity,Rexford Industrial Realty Inc,0.05757,164.819,66.8
DAR UN Equity,Darling Ingredients Inc,0.057499,148.64,73.98
ACGL UW Equity,Arch Capital Group Ltd,0.057425,242.809,45.23
AAP UN Equity,Advance Auto Parts Inc,0.057134,56.123,194.69
GME UN Equity,GameStop Corp,0.05677,267.872,40.53
BALL UN Equity,Ball Corp,0.056658,188.51,57.48
BBY UN Equity,Best Buy Co Inc,0.056576,137.814,78.51
FOXA UW Equity,Fox Corp,0.056468,309.611,34.88
DOX UW Equity,Amdocs Ltd,0.056378,122.287,88.17
ON UW Equity,ON Semiconductor Corp,0.056361,162.821,66.2
CMA UN Equity,Comerica Inc,0.055855,130.348,81.95
DELL UN Equity,Dell Technologies Inc,0.05583,226.066,47.23
FNF UN Equity,Fidelity National Financial Inc,0.055641,267.362,39.8
CHRW UW Equity,CH Robinson Worldwide Inc,0.055329,91.534,115.6
WRK UN Equity,Westrock Co,0.055105,252.902,41.67
NDSN UW Equity,Nordson Corp,0.055072,44.277,237.87
EWBC UW Equity,East West Bancorp Inc,0.054529,141.114,73.9
HSIC UW Equity,Henry Schein Inc,0.054397,136.829,76.03
PINS UN Equity,Pinterest Inc,0.054135,452.1,22.9
HAS UW Equity,Hasbro Inc,0.05378,131.103,78.45
FFIV UW Equity,F5 Inc,0.053719,60.319,170.32
SCI UN Equity,Service Corp International/US,0.053561,154.033,66.5
CLF UN Equity,Cleveland-Cliffs Inc,0.053416,517.241,19.75
ZBRA UW Equity,Zebra Technologies Corp,0.052978,30.808,328.87
HLT UN Equity,Hilton Worldwide Holdings Inc,0.052976,75.8,133.66
WOLF UN Equity,Wolfspeed Inc,0.052651,115.3,87.33
MSCI UN Equity,MSCI Inc,0.052038,19.433,512.12
HR UN Equity,Healthcare Realty Trust Inc,0.051969,378.329,26.27
CCL UN Equity,Carnival Corp,0.051648,955.258,10.34
UTHR UW Equity,United Therapeutics Corp,0.051547,44.508,221.49
NLSN UN Equity,Nielsen Holdings PLC,0.051209,357.424,27.4
AA UN Equity,Alcoa Corp,0.050915,183.893,52.95
TAP UN Equity,Molson Coors Beverage Co,0.050891,174.671,55.72
AAL UW Equity,American Airlines Group Inc,0.050786,644.5,15.07
CPB UN Equity,Campbell Soup Co,0.050515,193.447,49.94
MPW UN Equity,Medical Properties Trust Inc,0.050261,592.612,16.22
SIVB UW Equity,SVB Financial Group,0.050142,21.204,452.24
JAZZ UW Equity,Jazz Pharmaceuticals PLC,0.050048,60.798,157.43
ROK UN Equity,Rockwell Automation Inc,0.050021,37.72,253.61
FANG UW Equity,Diamondback Energy Inc,0.049971,75.822,126.04
RRX UN Equity,Regal Rexnord Corp,0.049773,66.869,142.35
ACM UN Equity,AECOM,0.048792,124.882,74.72
BWA UN Equity,BorgWarner Inc,0.048777,238.27,39.15
Y UN Equity,Alleghany Corp,0.048668,11.112,837.6
NRG UN Equity,NRG Energy Inc,0.048315,235.471,39.24
BKI UN Equity,Black Knight Inc,0.048286,139.874,66.02
TWLO UN Equity,Twilio Inc,0.048007,106.472,86.23
