Ticker,Name,Weight,Shares,Price
CVET UW Equity,Covetrus Inc,0.085054,104.975,20.8
BANF UW Equity,BancFirst Corp,0.085036,19.5,111.95
BFH UN Equity,Bread Financial Holdings Inc,0.084964,49.674,43.91
KTB UN Equity,Kontoor Brands Inc,0.084537,55.919,38.81
ARCB UW Equity,ArcBest Corp,0.084532,24.255,89.47
SITM UQ Equity,SiTime Corp,0.084397,15.889,136.36
MYGN UW Equity,Myriad Genetics Inc,0.084397,78.872,27.47
JJSF UW Equity,J & J Snack Foods Corp,0.084294,15.079,143.51
AVAV UW Equity,AeroVironment Inc,0.083917,23.043,93.49
SPWR UW Equity,SunPower Corp,0.083875,81.162,26.53
RRR UW Equity,Red Rock Resorts Inc,0.083627,52.917,40.57
PING UN Equity,Ping Identity Holding Corp,0.083611,76.659,28
STEM UN Equity,Stem Inc,0.083577,142.943,15.01
FBC UN Equity,Flagstar Bancorp Inc,0.083515,51.862,41.34
IGT UN Equity,International Game Technology PLC,0.083195,98.832,21.61
OI UN Equity,O-I Glass Inc,0.08305,154.384,13.81
APPS UR Equity,Digital Turbine Inc,0.083025,91.359,23.33
HLIO UN Equity,Helios Technologies Inc,0.082949,32.274,65.98
ESE UN Equity,ESCO Technologies Inc,0.082652,25.561,83.01
ROIC UW Equity,Retail Opportunity Investments Corp,0.082523,119.622,17.71
RLJ UN Equity,RLJ Lodging Trust,0.082402,163.1,12.97
APPF UQ Equity,Appfolio Inc,0.082376,18.895,111.92
FTDR UW Equity,Frontdoor Inc,0.081878,82.107,25.6
DAN UN Equity,Dana Inc,0.081555,128.053,16.35
ARCH UN Equity,Arch Resources Inc,0.081536,15.112,138.51
BANR UW Equity,Banner Corp,0.081432,33.909,61.65
FFBC UW Equity,First Financial Bancorp,0.081386,92.448,22.6
GPRE UW Equity,Green Plains Inc,0.081346,52.299,39.93
NPO UN Equity,EnPro Industries Inc,0.081267,20.646,101.05
PRGS UW Equity,Progress Software Corp,0.08111,43.362,48.02
